,PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,lat,lng
75624,900617000,900617000,900617000,23,WORCESTER,ST,,2118,995,CM,0,0,0,0,1933.0,1899,2003,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3381848,-71.0761933
75628,900618000,900618000,900618000,25,WORCESTER,ST,,2118,995,CM,0,0,0,0,1938.0,1910,2015,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3382269,-71.07624249999999
75632,900619000,900619000,900619000,27,WORCESTER,ST,,2118,995,CM,0,0,0,0,1911.0,1900,2001,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3382698,-71.0762852
75637,900620000,900620000,900620000,486,SHAWMUT,AV,,2118,995,CM,0,0,0,0,1958.0,1900,2000,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,9.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3382145,-71.0762867
75676,900624000,900624000,900624000,474,SHAWMUT,AV,,2118,995,CM,0,0,0,0,1106.0,1900,1999,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,4.0,1.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.338544,-71.0759116
75710,900633000,900633000,900633000,11 9,WORCESTER,ST,,2118,995,CM,0,0,0,0,1224.0,1900,2002,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3377709,-71.0757801
75730,900665000,900665000,900665000,505,SHAWMUT,AV,,2118,995,CM,0,0,0,0,2200.0,1899,2015,0.0,0.0,3.5,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.338161,-71.077246
75747,900673000,900673000,900673000,38,WORCESTER,ST,,2118,995,CM,0,0,0,0,900.0,1860,2006,0.0,0.0,3.5,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3383799,-71.0770142
75751,900674000,900674000,900674000,36,WORCESTER,ST,,2118,995,CM,0,0,0,0,900.0,1899,2008,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3383348,-71.0769588
75756,900675000,900675000,900675000,34,WORCESTER,ST,,2118,995,CM,0,0,0,0,900.0,1899,2006,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3382927,-71.0769084
75838,900692000,900692000,900692000,82,WORCESTER,ST,,2118,995,CM,0,0,0,0,2200.0,1899,2017,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3393749,-71.078323
75842,900693000,900693000,900693000,80,WORCESTER,ST,,2118,995,CM,0,0,0,0,3000.0,1899,2002,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3393867,-71.0782598
75876,900716000,900716000,900716000,14,WELLINGTON,ST,,2118,995,CM,0,0,0,0,1440.0,1890,2005,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3415289,-71.082055
75931,900735000,900735000,900735000,416 A416,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1980.0,1899,1999,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3412625,-71.0823424
75932,900735002,900735000,900735000,416,MASSACHUSETTS,AV,G,2118,102,CD,0,1276700,1276700,1345642,1794.0,1899,2017,1794.0,1574.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,N,T,5.0,2.0,2.0,0.0,M,M,,F,M,F,C,1.0,N,G,A,42.3412625,-71.0823424
75933,900735004,900735000,900735000,416,MASSACHUSETTS,AV,1,2118,102,CD,0,655200,655200,690581,826.0,1899,1999,826.0,826.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,T,3.0,1.0,1.0,0.0,S,,,O,S,F,C,1.0,N,G,A,42.3412625,-71.0823424
75934,900735006,900735000,900735000,416,MASSACHUSETTS,AV,2,2118,102,CD,0,678900,678900,715561,848.0,1899,1999,848.0,848.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,T,3.0,1.0,1.0,0.0,M,,,O,M,F,C,0.0,N,G,A,42.3412625,-71.0823424
75935,900735008,900735000,900735000,416,MASSACHUSETTS,AV,3,2118,102,CD,0,793300,793300,836138,940.0,1899,1999,940.0,940.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,N,T,3.0,1.0,1.0,0.0,M,,,O,M,F,C,0.0,N,G,A,42.3412625,-71.0823424
75950,900746000,900746000,900746000,476,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1914.0,1899,2000,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,MR,5.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3400215,-71.0806739
75956,900747000,900747000,900747000,474,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1914.0,1899,2002,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,6.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3400592,-71.0807319
75963,900748000,900748000,900748000,472,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1914.0,1899,2004,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.34010430000001,-71.0807784
75969,900749000,900749000,900749000,470,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1914.0,1899,2008,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3401533,-71.080848
76012,900770000,900770000,900770000,212,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1740.0,1899,2009,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.340489,-71.0806391
76016,900772000,900772000,900772000,208,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1740.0,1899,2006,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3403538,-71.0804998
76022,900774000,900774000,900774000,204,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1827.0,1899,2009,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,A,G,,,,,,,,,,,,,,,,,,,,42.3402442,-71.0804514
76036,900776000,900776000,900776000,200,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1827.0,1899,2000,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,MR,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3402128,-71.08033
76052,900780000,900780000,900780000,192,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1827.0,1880,2017,0.0,0.0,3.5,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3399827,-71.0801748
76056,900781000,900781000,900781000,190,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1827.0,1889,2015,0.0,0.0,5.0,R,,,,,,,,,,,,,,,,,,,,,,,,MR,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.33995669999999,-71.0800761
76057,900781002,900781000,900781000,190,W SPRINGFIELD,ST,1,2118,102,CD,0,1239600,1239600,1306539,1616.0,1889,2000,1616.0,1616.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Y,T,6.0,3.0,2.0,0.0,M,S,,F,M,W,C,1.0,N,G,F,42.33995669999999,-71.0800761
76058,900781004,900781000,900781000,190,W SPRINGFIELD,ST,2,2118,102,CD,0,2728700,2728700,2876050,2482.0,1889,2012,2482.0,2482.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,Y,T,5.0,2.0,2.0,0.0,M,M,,F,M,W,C,0.0,N,G,A,42.33995669999999,-71.0800761
76066,900785000,900785000,900785000,771 A771,TREMONT,ST,,2118,995,CM,0,0,0,0,1600.0,1899,2004,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3397216,-71.0800588
76073,900788000,900788000,900788000,777 A777,TREMONT,ST,,2118,995,CM,0,0,0,0,1600.0,1899,1996,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,1.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3396047,-71.08024449999999
76078,900789000,900789000,900789000,492 498,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,3360.0,1910,2014,0.0,0.0,7.0,B,,,,,,,,,,,,,,,,,,,,,,,,MR,18.0,2.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3395887,-71.0803674
76132,900811000,900811000,900811000,521,SHAWMUT,AV,,2118,995,CM,0,0,0,0,1443.0,1899,2016,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3377479,-71.0777955
76136,900813000,900813000,900813000,582,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,2350.0,1899,1999,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,1.0,1.0,B,G,,,,,,,,,,,,,,,,,,,,42.3376532,-71.0779505
76137,900813002,900813000,900813000,582,MASSACHUSETTS,AV,1,2118,102,CD,0,884000,884000,931736,1500.0,1899,1999,1500.0,1500.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,5.0,2.0,1.0,0.0,S,,,O,S,F,C,0.0,N,A,F,42.3376532,-71.0779505
76138,900813004,900813000,900813000,582,MASSACHUSETTS,AV,2,2118,102,CD,0,747900,747900,788287,1010.0,1899,1999,1010.0,1010.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,T,4.0,2.0,1.0,0.0,M,,,O,M,F,N,1.0,N,G,A,42.3376532,-71.0779505
76139,900813006,900813000,900813000,582,MASSACHUSETTS,AV,3,2118,102,CD,0,701400,701400,739276,818.0,1899,1999,818.0,818.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,T,4.0,2.0,1.0,0.0,S,,,O,S,F,C,0.0,N,A,A,42.3376532,-71.0779505
76140,900813008,900813000,900813000,582,MASSACHUSETTS,AV,4,2118,102,CD,0,1352800,1352800,1425851,1732.0,1899,2015,1732.0,1732.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,N,T,6.0,3.0,1.0,0.0,M,,,O,M,F,C,0.0,N,G,A,42.3376532,-71.0779505
76166,900825000,900825000,900825000,552,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,2500.0,1899,1999,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,7.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3383945,-71.07853829999999
76222,900841000,900841000,900841000,520,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,2115.0,1899,2005,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3390415,-71.0796642
76249,900848000,900848000,900848000,520,SHAWMUT,AV,,2118,995,CM,0,0,0,0,1175.0,1899,2005,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.337537,-71.077435
76280,900857000,900857000,900857000,88,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1215.0,1905,2001,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,LR,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.337347,-71.0769426
76285,900858000,900858000,900858000,86,W SPRINGFIELD,ST,,2118,995,CM,0,0,0,0,1280.0,1875,2001,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,LR,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3373067,-71.0768947
76374,900871000,900871000,900871000,609,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1680.0,1900,1998,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3370415,-71.0780625
76378,900872000,900872000,900872000,613,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1680.0,1900,1999,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3369652,-71.0779664
76418,900914000,900914000,900914000,531,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,3036.0,1890,2006,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.338356,-71.080079
76455,900929000,900929000,900929000,561,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,3036.0,1920,2004,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.337661,-71.078986
76484,900940000,900940000,900940000,175,NORTHAMPTON,ST,,2118,995,CM,0,0,0,0,1616.0,1905,2010,0.0,0.0,4.0,C,RE,F,B,10.0,5.0,4.0,1.0,M,M,M,2.0,M,M,,F,C,0.0,A,G,G,N,F,,RE,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3373153,-71.0790142
76653,900967000,900967000,900967000,455,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,1880.0,1899,1999,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,5.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.34019929999999,-71.0815277
76679,900973000,900973000,900973000,467,MASSACHUSETTS,AV,,2127,995,CM,0,0,0,0,1980.0,1899,2009,6341.0,4537.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3398182,-71.08132250000001
76707,900980000,900980000,900980000,483,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,2500.0,1899,2000,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,7.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3394292,-71.0809522
76715,900981000,900981000,900981000,487,MASSACHUSETTS,AV,,2118,995,CM,0,0,0,0,2500.0,1900,2006,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,5.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3393754,-71.0809183
76812,901077000,901077000,901077000,214,NORTHAMPTON,ST,,2118,995,CM,0,0,0,0,1933.0,1890,1999,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3379173,-71.0802032
76820,901084010,901084010,901084010,200 202,NORTHAMPTON,ST,,2118,995,CM,0,0,0,0,3398.0,1910,2005,0.0,0.0,3.5,C,,,,,,,,,,,,,,,,,,,,,,,,RE,9.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.33767830000001,-71.07991160000002
76846,901140000,901140000,901140000,802,TREMONT,ST,,2118,995,CM,0,0,0,0,1844.0,1920,1999,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,1.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3385634,-71.0814066
76852,901143000,901143000,901143000,796 796A,TREMONT,ST,,2118,995,CM,0,0,0,0,1715.0,1899,2000,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,LR,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3385519,-71.081132
76994,901335136,901335050,901335050,951,TREMONT,ST,951-1 (COMM),2120,358,CC,0,562500,562500,1406250,2145.0,0,2015,0.0,0.0,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3380393,-71.083529
77010,901371000,901371000,901371000,31,CUNARD,ST,,2120,995,CM,0,0,0,0,1702.0,1920,1990,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,10.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3366702,-71.0860486
77764,903499000,903499000,903499000,22 24,HIGHLAND,AV,,2119,995,CM,0,0,0,0,1885.0,1905,1996,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,A,A,,,,,,,,,,,,,,,,,,,,42.328574,-71.09282
77786,903515000,903515000,903515000,13,HIGHLAND,AV,,2119,995,CM,0,0,0,0,4519.0,1900,2002,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.32875370000001,-71.0925586
77873,903589004,903589000,903589000,64,BARTLETT,ST,2,2119,102,CD,0,338900,338900,357201,946.0,1899,2017,946.0,946.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,N,T,4.0,1.0,1.0,0.0,M,,,F,M,W,N,1.0,N,G,A,42.37814059999999,-71.06391889999999
77898,903609000,903609000,903609000,26,LAMBERT,ST,,2119,995,CM,0,0,0,0,1364.0,1888,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3283707,-71.09074799999999
77904,903611010,903611010,903611010,20 22,LAMBERT,ST,,2119,995,CM,0,0,0,0,2534.0,1910,2005,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.32841,-71.0909999
77925,903635000,903635000,903635000,30,MILLMONT,ST,,2119,995,CM,0,0,0,0,4122.0,1900,2006,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,A,A,,,,,,,,,,,,,,,,,,,,42.3279567,-71.0909337
77994,903677000,903677000,903677000,31,MILLMONT,ST,,2119,995,CM,0,0,0,0,4495.0,1905,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.327585,-71.09118
78028,903703000,903703000,903703000,27 29,THORNTON,ST,,2119,995,CM,0,0,0,0,3622.0,1918,2007,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.32600180000001,-71.0897615
78036,903709000,903709000,903709000,6,LOGAN,ST,,2119,995,CM,0,0,0,0,2211.0,1905,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.4072107,-71.3824374
78059,903729000,903729000,903729000,4:00 AM,ROCKLEDGE,ST,,2119,995,CM,0,0,0,0,1833.0,1890,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3265933,-71.0899266
78071,903737030,903737030,903737030,2565,WASHINGTON  ,ST,,2119,995,CM,0,0,0,0,48351.0,2017,2017,57500.0,57500.0,5.0,D,,,,,,,,,,,,,,,,,,,,,,,,MR,60.0,1.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3265142,-71.0879873
78507,1000319010,1000319010,1000319010,80- 82,FENWOOD,RD,,2115,995,CM,0,0,0,0,48640.0,2015,2016,0.0,0.0,11.0,A,,,,,,,,,,,,,,,,,,,,,,,,HR,85.0,2.0,0.0,B,E,,,,,,,,,,,,,,,,,,,,42.3357935,-71.1094457
78722,1000470010,1000470010,1000470010,2,GORE,ST,,2120,995,CM,0,0,0,0,3174.0,1900,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.320841,-71.11054969999999
78809,1000541000,1000541000,1000541000,43,DELLE,AV,,2120,995,CM,0,0,0,0,1470.0,1900,2001,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3313389,-71.0989534
78810,1000541002,1000541000,1000541000,43,DELLE,AV,1,2120,102,CD,0,387000,387000,407898,1365.0,1900,2000,1365.0,1365.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,6.0,2.0,1.0,0.0,S,,,F,M,W,N,0.0,N,G,A,42.3313389,-71.0989534
78928,1000636000,1000636000,1000636000,56,CALUMET,ST,,2120,995,CM,0,0,0,0,3450.0,1905,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.33222689999999,-71.10476310000001
78959,1000660000,1000660000,1000660000,1578,TREMONT,ST,,2120,995,CM,0,0,0,0,2094.0,1899,2000,0.0,0.0,4.0,D,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,1.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3332413,-71.102584
78983,1000680000,1000680000,1000680000,124,CALUMET,ST,,2120,995,CM,0,0,0,0,1430.0,1900,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.331002,-71.10257299999999
78987,1000680010,1000680010,1000680010,122,CALUMET,ST,,2120,995,CM,0,0,0,0,2571.0,1900,2006,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3310336,-71.1024467
79038,1000722000,1000722000,1000722000,40,ALLEGHANY,ST,,2120,995,CM,0,0,0,0,5801.0,1880,2004,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3301508,-71.0992078
79058,1000732000,1000732000,1000732000,37,HILLSIDE,ST,,2120,995,CM,0,0,0,0,3230.0,1905,2003,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3300036,-71.10054339999999
79139,1000800000,1000800000,1000800000,20 22,DARLING,ST,,2120,995,CM,0,0,0,0,2283.0,1905,2008,4226.0,3129.0,3.0,R,DK,F,M,12.0,6.0,3.0,0.0,M,M,M,3.0,M,M,M,W,N,0.0,A,A,G,N,A,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,-38.1032892,147.0813839
79152,1000810000,1000810000,1000810000,5,SACHEM,ST,,2120,995,CM,0,0,0,0,3442.0,1900,2001,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3317738,-71.10504639999999
79161,1000816000,1000816000,1000816000,17,SACHEM,ST,,2120,995,CM,0,0,0,0,1758.0,1900,2003,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3312236,-71.1052352
79202,1000857000,1000857000,1000857000,750 HF750,HUNTINGTON,AV,,2115,995,CM,0,0,0,0,1529.0,1900,1999,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,1.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.331891,-71.11342909999999
79212,1000864000,1000864000,1000864000,33,CALUMET,ST,,2120,995,CM,0,0,0,0,3772.0,1900,2001,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,P,F,,,,,,,,,,,,,,,,,,,,42.3329264,-71.10565240000001
79314,1000960000,1000960000,1000960000,180,HILLSIDE,ST,,2120,995,CM,0,0,0,0,2550.0,1935,2015,0.0,0.0,4.0,D,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.33163520000001,-71.1081567
79320,1000962000,1000962000,1000962000,176,HILLSIDE,ST,,2120,995,CM,0,0,0,0,1800.0,1910,2005,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.331567,-71.1078969
79466,1001105000,1001105000,1001105000,70,HILLSIDE,ST,,2120,995,CM,0,0,0,0,3623.0,1900,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.330112,-71.1022342
79536,1001167000,1001167000,1001167000,148,CALUMET,ST,,2120,995,CM,0,0,0,0,2855.0,1910,2002,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3300704,-71.10267879999999
